,Movie,Rating
6750,Bella (2006),[0.02572905]
326,Maverick (1994),[0.02566225]
942,Rosencrantz and Guildenstern Are Dead (1990),[0.02564249]
7416,Easy A (2010),[0.02562723]
4072,"Santa Clause 2, The (2002)",[0.02560226]
7472,Casino Jack (2010),[0.02551022]
3338,Little Nikita (1988),[0.0254667]
3415,Bread and Tulips (Pane e tulipani) (2000),[0.0254667]
389,Fearless (1993),[0.02546058]
1843,"Gate, The (1987)",[0.02545008]
6134,Curious George (2006),[0.02536887]
4701,Passenger 57 (1992),[0.02528542]
7473,Vincent Wants to Sea (Vincent will meer) (2010),[0.02524829]
7540,Confessions (Kokuhaku) (2010),[0.02522137]
7593,Louis C.K.: Shameless (2007),[0.02522137]
3057,Cop (1988),[0.02514931]
7381,Salt (2010),[0.02514913]
7380,Batman: Under the Red Hood (2010),[0.02514913]
7378,"Serbian Film, A (Srpski film) (2010)",[0.02514913]
8576,Jetsons: The Movie (1990),[0.02512865]
7217,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),[0.02512278]
6612,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",[0.02505596]
5768,Racing Stripes (2005),[0.02503729]
928,Once Upon a Time in America (1984),[0.02503726]
8822,Kill Me Three Times (2014),[0.02499681]
8825,Willy/Milly (1986),[0.02499681]
2455,Stop! Or My Mom Will Shoot (1992),[0.02498992]
7638,Horrible Bosses (2011),[0.02498155]
8362,Venus in Fur (La Vénus à la fourrure) (2013),[0.02495089]
8356,"Monuments Men, The (2014)",[0.02495089]
5412,Gold Diggers of 1933 (1933),[0.02490431]
3883,Wagons East (1994),[0.02489872]
2837,Chuck & Buck (2000),[0.02488684]
3166,"Visit, The (2000)",[0.02485661]
3441,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",[0.0248097]
4761,"Passage to India, A (1984)",[0.02478397]
8200,Despicable Me 2 (2013),[0.02476355]
5304,"Funny Thing Happened on the Way to the Forum, A (1966)",[0.0247258]
4933,Going in Style (1979),[0.0247183]
4976,Chaplin (1992),[0.0247183]
4973,Oklahoma! (1955),[0.0247183]
4919,"Prince & Me, The (2004)",[0.0247183]
4966,Octopussy (1983),[0.0247183]
4974,Desert Hearts (1985),[0.0247183]
6179,This Film Is Not Yet Rated (2006),[0.02471795]
4675,Jane Eyre (1944),[0.0247179]
7264,"Secret of Kells, The (2009)",[0.02470405]
5608,RKO 281 (1999),[0.02461221]
4251,Lady Jane (1986),[0.0245898]
3550,Making the Grade (1984),[0.02453331]
4914,Never Die Alone (2004),[0.02451747]
1152,Volcano (1997),[0.0244623]
1703,Stardust Memories (1980),[0.02439163]
5082,Brigadoon (1954),[0.02431891]
5099,Frankenstein Unbound (1990),[0.02431891]
5098,Sweet Bird of Youth (1962),[0.02431891]
3613,Texas Rangers (2001),[0.0242854]
2141,Saturn 3 (1980),[0.02420476]
2127,"Astronaut's Wife, The (1999)",[0.0240996]
6221,Pirates of the Caribbean: Dead Man's Chest (2006),[0.02408022]
5093,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",[0.02406084]
5092,How to Steal a Million (1966),[0.02406084]
3163,Freddy Got Fingered (2001),[0.02397592]
2759,Predator 2 (1990),[0.02387067]
2534,Blind Date (1987),[0.02379884]
2457,"Cutting Edge, The (1992)",[0.02378975]
4327,Identity (2003),[0.02372009]
5876,"Frisco Kid, The (1979)",[0.02369306]
3134,River's Edge (1986),[0.02361763]
2652,The Hunger (1983),[0.02343941]
2796,"Sugarland Express, The (1974)",[0.02326353]
2846,"Two Women (Ciociara, La) (1960)",[0.02326353]
2818,Missing in Action (1984),[0.02326353]
2825,House Party 2 (1991),[0.02326353]
2788,Shaft (1971),[0.02326353]
2843,Freejack (1992),[0.02326353]
2799,Badlands (1973),[0.02326353]
2841,Pokémon the Movie 2000 (2000),[0.02326353]
2839,"In Crowd, The (2000)",[0.02326353]
2840,What Lies Beneath (2000),[0.02326353]
2875,Steel Magnolias (1989),[0.02326353]
2822,Dreamscape (1984),[0.02326353]
2877,Easy Money (1983),[0.02326353]
2876,And God Created Woman (Et Dieu... créa la femme) (1956),[0.02326353]
2881,"Tao of Steve, The (2000)",[0.02326353]
2886,"Replacements, The (2000)",[0.02326353]
2887,About Adam (2000),[0.02326353]
2888,"Cell, The (2000)",[0.02326353]
2889,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),[0.02326353]
7534,"Asphyx, The (1973)",[0.02324888]
5984,Proof (2005),[0.02321404]
5970,Animal Farm (1954),[0.02321404]
8721,Solyaris (1968),[0.02316402]
6024,"Wraith, The (1986)",[0.02316382]
6541,Balls of Fury (2007),[0.02304247]
913,"Third Man, The (1949)",[0.02304242]
4319,Memories of Me (1988),[0.02299484]
2467,They Might Be Giants (1971),[0.02299131]
4087,"My Mother's Castle (Château de ma mère, Le) (1990)",[0.02292076]
5257,Dr. Terror's House of Horrors (1965),[0.02286211]
6285,"Puffy Chair, The (2006)",[0.02285908]
6621,Southland Tales (2006),[0.02280288]
6496,Cashback (2006),[0.02277367]
2948,"Contender, The (2000)",[0.02273067]
2331,Harvey (1950),[0.02267103]
2668,Time Code (2000),[0.02258588]
2908,Bait (2000),[0.02249132]
2072,From the Hip (1987),[0.02237692]
6907,Transporter 3 (2008),[0.02235032]
4880,"Goodbye, Mr. Chips (1939)",[0.02232866]
6289,Hollywoodland (2006),[0.02212872]
5006,Pierrot le fou (1965),[0.02204845]
5793,Gorgeous (Boh lee chun) (1999),[0.02191311]
3048,Barfly (1987),[0.02188439]
6164,Unknown White Male (2005),[0.02186313]
1258,Boogie Nights (1997),[0.02186152]
3005,Before Night Falls (2000),[0.02185942]
6781,"Wackness, The (2008)",[0.0218187]
7022,Earth (2007),[0.02177741]
2406,"Way We Were, The (1973)",[0.0217689]
4288,What a Girl Wants (2003),[0.02173984]
8146,Resolution (2012),[0.02162787]
8151,Iron Man 3 (2013),[0.02162787]
6737,Son of Rambow (2007),[0.02162322]
2565,Death Wish 3 (1985),[0.02161796]
7985,Dredd (2012),[0.02156777]
7812,Dylan Moran: Monster (2004),[0.02156777]
7855,Iron Sky (2012),[0.02156777]
7819,Janie Jones (2010),[0.02156777]
7779,Alvin and the Chipmunks: Chipwrecked (2011),[0.02156777]
7817,Monsieur Lazhar (2011),[0.02156777]
7813,Safe House (2012),[0.02156777]
7969,Prime Suspect 3 (1993),[0.02156777]
7868,Comic-Con Episode IV: A Fan's Hope (2011),[0.02156777]
7824,Ghost Rider: Spirit of Vengeance (2012),[0.02156777]
3109,Of Mice and Men (1939),[0.0214962]
6563,Requiem (2006),[0.02146761]
5328,Resident Evil: Apocalypse (2004),[0.02145969]
5598,"Summer's Tale, A (Conte d'été) (1996)",[0.02142031]
4264,Willard (2003),[0.02139298]
5163,Soul Plane (2004),[0.0213861]
8682,Insidious: Chapter 3 (2015),[0.02137027]
8683,Star Wars: Episode VII - The Force Awakens (2015),[0.02137027]
2817,"Hot Spot, The (1990)",[0.02135286]
7409,Machete (2010),[0.02131433]
8755,Jim Jefferies: BARE (2014),[0.02121538]
5359,Tarnation (2003),[0.0211508]
4362,Wrong Turn (2003),[0.02115037]
4790,"Element of Crime, The (Forbrydelsens Element) (1984)",[0.0211345]
6013,Into the Blue (2005),[0.02112883]
6529,Stardust (2007),[0.02107604]
4689,Hudson Hawk (1991),[0.02105578]
8586,The Madagascar Penguins in a Christmas Caper (2005),[0.02102555]
9491,CHiPS (2017),[0.02102452]
9503,The Fate of the Furious (2017),[0.02102452]
9542,Priklyucheniya Kapitana Vrungelya (1979),[0.02102452]
9502,Life-Size (2000),[0.02102452]
9451,A Street Cat Named Bob (2016),[0.02102452]
9428,Sapphire Blue (2014),[0.02102452]
9487,Species III (2004),[0.02102452]
9465,T2: Trainspotting (2017),[0.02102452]
9498,There Once Was a Dog (1982),[0.02102452]
9452,The Lego Batman Movie (2017),[0.02102452]
9457,Kizumonogatari II: Passionate Blood (2016),[0.02102452]
9519,Munna bhai M.B.B.S. (2003),[0.02102452]
9552,The Meyerowitz Stories (2017),[0.02102452]
9488,Ultimate Avengers 2 (2006),[0.02102452]
9459,Jim Gaffigan: Cinco (2017),[0.02102452]
9489,Mulholland Dr. (1999),[0.02102452]
9458,Joe Rogan: Live (2006),[0.02102452]
9528,Saved by the Bell: Hawaiian Style (1992),[0.02102452]
9534,T2 3-D: Battle Across Time (1996),[0.02102452]
9427,Junior and Karlson (1968),[0.02102452]
9461,John Wick: Chapter Two (2017),[0.02102452]
9432,The Space Between Us (2016),[0.02102452]
9449,Fist Fight (2017),[0.02102452]
9511,Planet Earth II (2016),[0.02102452]
9517,The Death of Louis XIV (2016),[0.02102452]
9515,Maria Bamford: Old Baby,[0.02102452]
9438,Hidden Figures (2016),[0.02102452]
9514,Cosmos,[0.02102452]
9513,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",[0.02102452]
9512,The Hero (2017),[0.02102452]
9440,The Founder (2016),[0.02102452]
9441,Why Him? (2016),[0.02102452]
9442,Sing (2016),[0.02102452]
9443,I Am Not Your Negro (2017),[0.02102452]
9444,Iron Man (1931),[0.02102452]
9448,The OA,[0.02102452]
9433,Rogue One: A Star Wars Story (2016),[0.02102452]
9509,Cars 3 (2017),[0.02102452]
9525,Generation Iron 2,[0.02102452]
9532,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),[0.02102452]
9533,Get Me Roger Stone (2017),[0.02102452]
9446,A Dog's Purpose (2017),[0.02102452]
9506,Win It All (2017),[0.02102452]
9467,100 Streets (2016),[0.02102452]
9447,Microwave Massacre (1983),[0.02102452]
9431,Office Christmas Party (2016),[0.02102452]
9466,The Big Sick (2017),[0.02102452]
9531,The Night Before (1988),[0.02102452]
9551,The Square (2017),[0.02102452]
9484,Power Rangers (2017),[0.02102452]
9480,The Void (2016),[0.02102452]
9537,Investigation Held by Kolobki (1986),[0.02102452]
9469,Beauty and the Beast (2017),[0.02102452]
9483,Buster's Mal Heart (2017),[0.02102452]
9475,Bill Burr: Walk Your Way Out (2017),[0.02102452]
9486,Free Fire (2017),[0.02102452]
9539,Vacations in Prostokvashino (1980),[0.02102452]
9479,American Fable (2017),[0.02102452]
9474,Ghost in the Shell (2017),[0.02102452]
9536,Last Year's Snow Was Falling (1983),[0.02102452]
7252,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),[0.02095641]
3731,"Time Machine, The (2002)",[0.02090023]
1065,Marked for Death (1990),[0.02087954]
6763,You Don't Mess with the Zohan (2008),[0.02077244]
2133,West Beirut (West Beyrouth) (1998),[0.02074217]
2321,Repulsion (1965),[0.02073006]
9346,Hellevator (2004),[0.02070198]
9342,Hazard (2005),[0.02070198]
9343,The Red Turtle (2016),[0.02070198]
3066,Hiding Out (1987),[0.02067658]
2560,Jungle Fever (1991),[0.02066153]
1336,Fireworks (Hana-bi) (1997),[0.02060295]
8673,Sebastian Maniscalco: What's Wrong with People? (2012),[0.02056887]
8678,The Deadly Bees (1967),[0.02056887]
5429,Mr. Skeffington (1944),[0.0205204]
5648,American Psycho II: All American Girl (2002),[0.02050644]
1337,Primary Colors (1998),[0.02050044]
9559,Shadow World (2016),[0.02049094]
5568,Quigley Down Under (1990),[0.02043051]
1380,"Ugly, The (1997)",[0.02042774]
1360,"Real Blonde, The (1997)",[0.02042774]
1373,Godzilla (1998),[0.02042774]
1376,"Opposite of Sex, The (1998)",[0.02042774]
1290,"Sweet Hereafter, The (1997)",[0.02042774]
1224,"Game, The (1997)",[0.02042774]
1393,Dr. Dolittle (1998),[0.02042774]
1260,Incognito (1997),[0.02042774]
2387,Carnal Knowledge (1971),[0.02040829]
8529,Dracula Untold (2014),[0.02039516]
5332,First Daughter (2004),[0.02034006]
8543,St. Vincent (2014),[0.02024499]
8539,"Judge, The (2014)",[0.02024499]
4866,Best Defense (1984),[0.02024192]
4633,"Jolson Story, The (1946)",[0.02023404]
4583,Tightrope (1984),[0.02023404]
4598,Scrooge (1970),[0.02023404]
4652,"Cat in the Hat, The (2003)",[0.02023404]
4630,Alien from L.A. (1988),[0.02023404]
4622,In the Cut (2003),[0.02023404]
4584,Sleeping with the Enemy (1991),[0.02023404]
4632,"Eye, The (Gin gwai) (Jian gui) (2002)",[0.02023404]
4640,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",[0.02023404]
4647,Looney Tunes: Back in Action (2003),[0.02023404]
4650,"Big Empty, The (2003)",[0.02023404]
4619,Returner (Ritaanaa) (2002),[0.02023404]
4662,Journeys with George (2002),[0.02023404]
4627,Elephant (2003),[0.02023404]
4636,"Cercle Rouge, Le (Red Circle, The) (1970)",[0.02023404]
3943,Down and Out in Beverly Hills (1986),[0.02016624]
4473,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",[0.02014155]
1529,Roger & Me (1989),[0.0201212]
1855,"Name of the Rose, The (Name der Rose, Der) (1986)",[0.02006713]
2464,"Baby, The (1973)",[0.02006467]
5494,Trilogy of Terror (1975),[0.02006248]
7271,"Crazies, The (2010)",[0.02005001]
9108,The Perfect Guy (2015),[0.02003639]
6035,Shopgirl (2005),[0.01999122]
4686,Hoffa (1992),[0.0199599]
1957,SLC Punk! (1998),[0.01995136]
8337,Bad Karma (2012),[0.01994939]
6282,Angel-A (2005),[0.01994542]
5852,Sahara (2005),[0.01990907]
5834,D.E.B.S. (2004),[0.01990907]
1807,Cocoon (1985),[0.0198862]
2112,Teaching Mrs. Tingle (1999),[0.01986234]
4144,Blue Steel (1990),[0.01979046]
6171,Volver (2006),[0.01974382]
7375,Knight and Day (2010),[0.01971948]
2701,Shanghai Noon (2000),[0.01970426]
6288,Severance (2006),[0.01967699]
5011,"Tinker, Tailor, Soldier, Spy (1979)",[0.01962321]
4898,Just One of the Guys (1985),[0.01956764]
6162,"Hills Have Eyes, The (2006)",[0.01952271]
5001,"Postman Always Rings Twice, The (1946)",[0.01948878]
7387,Hellsinki (Rööperi) (2009),[0.01947942]
5292,My Voyage to Italy (Il mio viaggio in Italia) (1999),[0.01936069]
5969,Duma (2005),[0.01935416]
5347,Primer (2004),[0.01934319]
2390,Room at the Top (1959),[0.01930663]
4693,"Last Boy Scout, The (1991)",[0.01915918]
3684,Storytelling (2001),[0.01915218]
5804,Man of the House (2005),[0.01913748]
5957,"Browning Version, The (1951)",[0.01907052]
2436,"Hand That Rocks the Cradle, The (1992)",[0.01906561]
1374,Bulworth (1998),[0.01905442]
3779,National Lampoon's Van Wilder (2002),[0.01895636]
2696,Road Trip (2000),[0.01894578]
6779,Kit Kittredge: An American Girl (2008),[0.01890246]
5324,Who's That Knocking at My Door? (1967),[0.01886747]
8183,Man of Steel (2013),[0.01886362]
8349,Ernest & Célestine (Ernest et Célestine) (2012),[0.01886362]
1788,Very Bad Things (1998),[0.01885309]
2165,Double Jeopardy (1999),[0.01881736]
3691,"Going Places (Valseuses, Les) (1974)",[0.01881199]
3679,Beijing Bicycle (Shiqi sui de dan che) (2001),[0.01881199]
3685,Waydowntown (2000),[0.01881199]
5990,Police Story 2 (Ging chaat goo si juk jaap) (1988),[0.01880288]
5883,Kingdom of Heaven (2005),[0.01875932]
7039,Up (2009),[0.01869099]
2277,Falling Down (1993),[0.01866345]
6224,Lady in the Water (2006),[0.01863259]
4926,"Ten Commandments, The (1956)",[0.01863119]
5103,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),[0.0186251]
6216,"Omen, The (2006)",[0.0186076]
1234,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",[0.01857378]
6680,Fool's Gold (2008),[0.01851752]
7278,Alice in Wonderland (2010),[0.01847036]
2074,Deadtime Stories (1987),[0.01842926]
3620,"Blue Angel, The (Blaue Engel, Der) (1930)",[0.01834291]
5521,Anne of Green Gables (1985),[0.01833111]
5290,Unprecedented: The 2000 Presidential Election (2002),[0.01825908]
6815,Batman: Gotham Knight (2008),[0.01823391]
6787,Mamma Mia! (2008),[0.01823391]
6816,"Walker, The (2007)",[0.01823391]
6793,"Machine Girl, The (Kataude mashin gâru) (2008)",[0.01823391]
6792,Meet Dave (2008),[0.01823391]
6756,Sex and the City (2008),[0.01823391]
6782,Strange Circus (Kimyô na sâkasu) (2005),[0.01823391]
6818,Red Cliff (Chi bi) (2008),[0.01823391]
6838,Babylon A.D. (2008),[0.01823391]
6841,"Spirit, The (2008)",[0.01823391]
6826,Waltz with Bashir (Vals im Bashir) (2008),[0.01823391]
6832,I.O.U.S.A. (a.k.a. IOUSA) (2008),[0.01823391]
6820,Hell Ride (2008),[0.01823391]
6874,Pride and Glory (2008),[0.01823391]
6823,Star Wars: The Clone Wars (2008),[0.01823391]
6888,Tokyo! (2008),[0.01823391]
6843,Bangkok Dangerous (2008),[0.01823391]
6822,Tropic Thunder (2008),[0.01823391]
6844,Sunflower (Xiang ri kui) (2005),[0.01823391]
6884,"Road, The (2009)",[0.01823391]
6765,"Protector, The (1985)",[0.01823391]
6859,FLCL (2000),[0.01823391]
6745,Redbelt (2008),[0.01823391]
6809,"Edge of Love, The (2008)",[0.01823391]
6868,"Synecdoche, New York (2008)",[0.01823391]
6870,"American Carol, An (2008)",[0.01823391]
6777,St. Trinian's (2007),[0.01823391]
6741,Expelled: No Intelligence Allowed (2008),[0.01823391]
6799,Watching the Detectives (2007),[0.01823391]
6739,Outsourced (2006),[0.01823391]
6775,Get Smart (2008),[0.01823391]
6772,WALL·E (2008),[0.01823391]
6748,What Happens in Vegas... (2008),[0.01823391]
6848,Ghost Town (2008),[0.01823391]
6846,Righteous Kill (2008),[0.01823391]
6804,"Little Drummer Boy, The (1968)",[0.01823391]
6836,Burn After Reading (2008),[0.01823391]
6770,"Incredible Hulk, The (2008)",[0.01823391]
6867,My Best Friend's Girl (2008),[0.01823391]
6731,Speed Racer (2008),[0.01823391]
4246,Open Hearts (Elsker dig for evigt) (2002),[0.01818203]
3819,Spider-Man (2002),[0.0181703]
4021,Naqoyqatsi (2002),[0.0181703]
3913,Top Secret! (1984),[0.0181703]
3947,À nous la liberté (Freedom for Us) (1931),[0.0181703]
3772,No Such Thing (2001),[0.0181703]
3925,"Principal, The (1987)",[0.0181703]
3931,One Hour Photo (2002),[0.0181703]
3797,"Watcher in the Woods, The (1980)",[0.0181703]
4022,Real Women Have Curves (2002),[0.0181703]
3898,Halloween: Resurrection (Halloween 8) (2002),[0.0181703]
3873,Minority Report (2002),[0.0181703]
3933,Simone (S1m0ne) (2002),[0.0181703]
3821,"Giant Spider Invasion, The (1975)",[0.0181703]
3872,Lilo & Stitch (2002),[0.0181703]
3897,Z (1969),[0.0181703]
3973,"Man in the White Suit, The (1951)",[0.0181703]
3919,Blood Work (2002),[0.0181703]
3983,Secretary (2002),[0.0181703]
4033,Absence of Malice (1981),[0.0181703]
3908,The Big Bus (1976),[0.0181703]
3880,Look Who's Talking Now (1993),[0.0181703]
3856,Windtalkers (2002),[0.0181703]
3899,Sex and Lucia (Lucía y el sexo) (2001),[0.0181703]
1635,Marnie (1964),[0.01809081]
6098,"Dentist, The (1996)",[0.01806483]
1378,Hope Floats (1998),[0.01795754]
7698,"Ides of March, The (2011)",[0.01789972]
7705,Gigi (1949),[0.01789972]
7709,Antonio Gaudí (1985),[0.01789972]
7700,Killer Elite (2011),[0.01789972]
7704,The Artist (2011),[0.01789972]
7701,Bellflower (2011),[0.01789972]
6955,Fire and Ice (2008),[0.0178868]
8740,A Story of Children and Film (2013),[0.01776275]
4195,Sugar Hill (1994),[0.01770887]
6338,Perfume: The Story of a Murderer (2006),[0.01768856]
7556,Just Go with It (2011),[0.01767205]
7558,Red Riding Hood (2011),[0.01767205]
7681,Birdemic: Shock and Terror (2010),[0.01758946]
7682,"Inbetweeners Movie, The (2011)",[0.01758946]
2662,"Flintstones in Viva Rock Vegas, The (2000)",[0.01756159]
6728,"Visitor, The (2007)",[0.01754271]
246,New York Cop (Nyû Yôku no koppu) (1993),[0.01752384]
4917,Ned Kelly (2003),[0.01749441]
6957,Inkheart (2008),[0.01735942]
5451,"Music Man, The (1962)",[0.01732356]
5452,Mutiny on the Bounty (1962),[0.01732356]
5455,Onibaba (1964),[0.01732356]
5461,Andrei Rublev (Andrey Rublyov) (1969),[0.01732356]
5463,Batman (1966),[0.01732356]
5466,Branded to Kill (Koroshi no rakuin) (1967),[0.01732356]
5484,Sisters (1973),[0.01732356]
5485,Turkish Delight (Turks fruit) (1973),[0.01732356]
5487,Emmanuelle (1974),[0.01732356]
3630,Clockwise (1986),[0.01732165]
5196,"Heiress, The (1949)",[0.01731605]
5308,"Story of Women (Affaire de femmes, Une) (1988)",[0.01729734]
5599,"Late Shift, The (1996)",[0.01724685]
5604,Nirvana (1997),[0.01724685]
5609,From Dusk Till Dawn 2: Texas Blood Money (1999) ,[0.01724685]
4249,Cradle 2 the Grave (2003),[0.01720428]
2745,Blood Simple (1984),[0.01720197]
4241,"Man Who Fell to Earth, The (1976)",[0.01716928]
4924,"Whole Ten Yards, The (2004)",[0.01707465]
8423,Mom's Night Out (2014),[0.01705587]
3271,"Misfits, The (1961)",[0.01698176]
2442,"League of Their Own, A (1992)",[0.01697129]
6009,"Greatest Game Ever Played, The (2005)",[0.01695692]
6008,Oliver Twist (2005),[0.01695692]
6010,Capote (2005),[0.01695692]
4938,This So-Called Disaster (2003),[0.01693776]
4822,Jane Eyre (1970),[0.01693774]
3895,Perfect (1985),[0.01693489]
2848,White Sands (1992),[0.0168871]
5564,Riki-Oh: The Story of Ricky (Lik Wong) (1991),[0.01684867]
4664,Dead of Night (1945),[0.01682666]
4719,Things You Can Tell Just by Looking at Her (2000),[0.01671991]
4726,Nothing to Lose (1997),[0.01671991]
4710,Silverado (1985),[0.01671991]
